Title,Title_link,Thumbnail,price,oldPrice,discount,product_flag,product_flag1,rating,number of reviews,description,specifiations,model number,category,Brand,affected_area_category,affected_area_subcategory,product_category,possible_skin_conditions,score
Camphor Oil 125ml,https://www.noon.com/saudi-en/camphor-oil-125ml/N40123187A/p/?o=c1359fcae5fa130e,https://f.nooncdn.com/p/v1599033186/N40123187A_1.jpg?format=jpg&amp;width=240,SAR 20,22,9% Off,,,4.1,11,HighlightsCamphor oil prevents itchy scalpCamphor hydrate eliminates dandruffCamphor oil increases the shine and softness of hair,SpecificationsSize125 mlDepartmentKids UnisexTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesUV ProtectionHigh SPFModel NumberG1000489AModel NameG1000489A,Model Number : G1000489A,Hair & Scalp Treatments,Natural,['Hair & Scalp'],[],Treatment,"Dandruff,Itchy scalp",3.2924533248939998
Healthy Long and Strong Hot Oil Treatment Hair Mask,https://www.noon.com/saudi-en/healthy-long-and-strong-hot-oil-treatment-hair-mask/N38111495A/p/?o=eb495ddce97d748f,https://f.nooncdn.com/p/v1589904517/N38111495A_1.jpg?format=jpg&amp;width=240,SAR 23,44,47% Off,,,4.3,142,"HighlightsSpecially ingredients ensure healthy, strong and long hairOffers nourishment and care to your hair, aiding in its growthStrengthens the hair shaft to prevent breakage",SpecificationsDepartmentWomenTarget Hair TypeAll Hair TypesUV ProtectionLow SPFModel Number6224008311690,Model Number : 6224008311690,Hair & Scalp Treatments,TRICHUP,['Hair & Scalp'],[],Treatment,Hair loss,4.631422315129953
TRESemmé Strength & Fall Control Shampoo 400ml,https://www.noon.com/saudi-en/tresemm-strength-fall-control-shampoo-400ml/N38590078A/p/?o=dfae1b7ef34d472b,https://f.nooncdn.com/p/v1686224974/N38590078A_1.jpg?format=jpg&amp;width=240,SAR 22.50,29.35,23% Off,,,4.4,104,"HighlightsTRESemme Strength & Fall Control Shampoo is designed to strengthen your hair, no more hair breakage.Shampoo with the power of biotin nourishes & repairs hair from root to tip.The best shampoo that protects each strand against damage for gorgeously smooth, ready-to-style hair.Our strengthening shampoo helps restructure the hair fibres and fortify it.Maximize your results and make use of the full range of TRESemme Strength & Fall Control shampoo and conditioner products.OverviewThe TRESemme Strength & Fall Control hair treatment range is specifically designed for hair fall remedies to strengthen and repair your hair. Everyday styling can take a toll on your hair especially with heat appliances reaching temperatures of up to a scorching 230 °C! The Strength & Fall Control Shampoo and Conditioner system with the power of biotin nourishes the hair from root to tip to help restructure the hair fibre and fortify it. This results in your hair growing 3x stronger and visibly less hair loss. Enjoy silky smooth and healthy-looking hair today. Enabling you to achieve a hair look that is natural, with the peace of mind that comes with knowing that it’s also protected from everyday styling in the future. Start strengthening your hair by first applying TRESemme Strength hair fall shampoo. Work into a lather by gently massaging your scalp and roots and then rinse thoroughly. To maximize the benefits, apply TRESemme Strength & Fall Control conditioner and follow by applying a heat protector before styling. TRESemme delivers professional-quality and trend-inspired products so that you can get the power of gorgeous hair every day. Like our tips and haircare products? Leave a review on our website and eCommerce platform. *Hair fall reduction due to breakage with regular Strength & Fall Control system usage vs non-conditioning shampoo.",SpecificationsSize400 mlDepartmentUnisexWhat's In The BoxTresemmé Strength & Fall Control Shampoo With Biotin For 3X Stronger Hair 400mlTarget Skin TypeNormalModel Number6281006534865Model NameTresemme 6281006534865,Model Number : 6281006534865,Shampoos & Conditioners,Tresemme,['Hair & Scalp'],[],Shampoo,Hair loss,4.526980175078762
"L'Oreal Paris Casting Crème Gloss, 535 Mahogany Golden Light Brown 180ml",https://www.noon.com/saudi-en/l-oreal-paris-casting-cr-me-gloss-535-mahogany-golden-light-brown-180ml/N11266042A/p/?o=b3685fdf7b652f1a,https://f.nooncdn.com/p/v1647341763/N11266042A_1.jpg?format=jpg&amp;width=240,SAR 54.65,,,,,3.3,24,"HighlightsDesigned with UV filter to protect your hair from the ill effects of exposure to the sunTriple butter complex reverses hair damage and improves its healthAmmonia free to prevent hair damage and for long-lasting colour stayOverviewHow To Use:
Step 1: Put on colorist gloves.
Step 2: Twist off tip of the Developer Crème bottle. Remove cap from bottle.
Step 3: Pierce opening of the No Ammonia Crème Colorant tube. Squeeze entire contents of tube into Developer Crème bottle.
Step 4: Replace flat cap on Developer Crème bottle. Place your finger over the open tip, point away from your face and shake well until contents are thoroughly mixed.
Step 5: Use the precision tip applicator to part hair in order to apply color to your roots. Apply Remaining Color to the Rest of Your Hair.
Step 6: Saturate your hair completely. Leave on for an additional 5 minutes. Total coloring time is 10 minutes.","SpecificationsColour Name535 Mahogany Golden Light BrownSize180 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationCreamHair Treatment TypeGloss & ShineModel Number3600521230329Model NameCasting Crème Gloss, 535 mahogany",Model Number : 3600521230329,Hair Color,,['Hair & Scalp'],[],Other,Hair loss,3.2594379124341
OxyActive 9٪ Peroxide Oxy Cream 30V1000ml,https://www.noon.com/saudi-en/oxyactive-9-peroxide-oxy-cream-30v1000ml/Z29BA790EA171A57F3EE7Z/p/?o=z29ba790ea171a57f3ee7z-1,https://f.nooncdn.com/p/pzsku/Z29BA790EA171A57F3EE7Z/45/_/1644292922/27d99707-a806-4b8f-8e77-6f401df99c80.jpg?format=jpg&amp;width=240,SAR 18,20,10% Off,,,4.8,13,"HighlightsActivates color, enhances color, and achieves the best color and professional whitening results in beauty salonsFixed formula ensures intense intensity for optimum color developmentTonic for color cream and bleaching systems.Stabilizer, emulsifier of vegetable origin Fruit fragranceContains natural protective ingredients that have a gentle effect on the hair and scalpOverviewOxiActive Color Activator A comprehensive line of peroxides in a creamy texture that revitalizes and enhances color and whitening lines, obtaining the best in-salon professional color and whitening results.
 It is a professional oxidizing emulsifier from a Spanish brand. Designed to lighten 3-4 shades. It does not harm the hair, soothes the scalp and does not dry the strands during dyeing. Contains natural protective components that have a gentle and gentle effect on the hair and scalp.After dyeing with this product, the hair will be pleasant to the touch, soft and silky, with a beautiful shade.",SpecificationsSize1000 mlDepartmentWomenTarget Hair TypeColoured/Dyed HairModel Number30VModel NameOxyActive,Model Number : 30V,Hair Color,Erayba,['Hair & Scalp'],[],Other,"Dry scalp,Scalp psoriasis",3.7195286648076293
Advansed Ayurvedic Hair Oil 300ml,https://www.noon.com/saudi-en/advansed-ayurvedic-hair-oil-300ml/N13346800A/p/?o=da8def27b873e9fb,https://f.nooncdn.com/p/v1608131936/N13346800A_1.jpg?format=jpg&amp;width=240,SAR 18.75,23.65,20% Off,,,4.1,25,"HighlightsParachute Coconut Oil is a herbal oil, there are no chances of side effectsBy using it, you can experience a soothing feeling that you have been looking for so longIt ensures you to have a faster growth of hairRestores the retaining moisture, ensures to revive and add volume to thin and lifeless hairOverviewGive your hair new parachute advanced hot oil‚Äôs deep conditioning. It penetrates 3 layers deep in just 20 minutes. It helps control hair fall and grows hair longer.",SpecificationsSize300 mlDepartmentUnisexTarget Hair TypeAll Hair TypesHair Treatment TypeSmoothingModel Number8901088069816Model Name8901088069816,Model Number : 8901088069816,Hair & Scalp Treatments,Parachute,['Hair & Scalp'],[],Oil,"Hair loss,Dry scalp",3.6790482690107407
Shampoo Botanix Nourish And Replenish Clear 600ml,https://www.noon.com/saudi-en/shampoo-botanix-nourish-and-replenish-clear-600ml/N42264571A/p/?o=fe89abb091fb857c,https://f.nooncdn.com/p/v1608640374/N42264571A_1.jpg?format=jpg&amp;width=240,SAR 28.80,37.75,23% Off,,,4.7,46,,SpecificationsColour NameClearSize600 mlDepartmentUnisexModel Number6281006534933Model NameTRESemme6281006534933,Model Number : 6281006534933,Shampoos & Conditioners,Tresemme,['Hair & Scalp'],[],Shampoo,"Dandruff,Dry scalp,Oily scalp,Seborrheic dermatitis",4.275073800855029
Hair Growth Trigger - 180 ml,https://www.noon.com/saudi-en/hair-growth-trigger-180-ml/ZCC198A99A64D2A8BA41AZ/p/?o=zcc198a99a64d2a8ba41az-1,https://f.nooncdn.com/p/pzsku/ZCC198A99A64D2A8BA41AZ/45/_/1714976555/40d054fb-398f-4ef4-a022-6274e0a18142.jpg?format=jpg&amp;width=240,SAR 294,489,39% Off,,,,,"HighlightsKaminomoto offers a comprehensive solution for all hair loss conditions.Kaminomoto accelerates the production of new hair follicles, promoting healthy, shiny, and thick hair.For severe and advanced hair loss, and hereditary baldnessOverviewKaminomoto offers a comprehensive solution for all hair loss conditions.

Kaminomoto is an original Japanese product approved by the Japanese Ministry of Health.

It contains Kamigen E & A extracts responsible for stopping hair loss.

Kaminomoto also includes Masaki extract that improves scalp blood circulation and nourishes hair follicles.

Kaminomoto accelerates the production of new hair follicles, promoting healthy, shiny, and thick hair.

 

For severe and advanced hair loss, and hereditary baldness
Kaminomoto Hair Growth Trigger enhances blood circulation to hair roots for strong, thick, shiny, and healthy hair.

Kaminomoto Hair Growth Trigger moisturizes the scalp and prevents dandruff formation.

 

Instructions for Use:
Apply an appropriate amount to the hair and massage the scalp well (do not rinse) in the morning and evening.
Using the product in an appropriate amount for an extended period enhances its performance (standard usage is 1 - 1.5 bottles per month).
Hair loss treatment products need to be used continuously for at least 6 months (the standard life cycle of a hair follicle) to stimulate hair growth.
It is recommended to wash the scalp using Kaminomoto Shampoo every 2 - 3 days.
 

For best results, it is advised to use Kaminomoto Hair Growth Trigger with Kaminomoto Shampoo.",SpecificationsProduct Weight250 gSize180 mlDepartmentUnisexFormationLiquidShelf Life5 year,,Hair & Scalp Treatments,KAMINOMOTO,['Hair & Scalp'],[],Treatment,"Hair loss,Dandruff",4.0
Collagen Pro Hair Color Intense Metallic 7.21,https://www.noon.com/saudi-en/collagen-pro-hair-color-intense-metallic-7-21/ZBE1FF5516848DB37CD36Z/p/?o=zbe1ff5516848db37cd36z-1,https://f.nooncdn.com/p/pzsku/ZBE1FF5516848DB37CD36Z/45/_/1689618145/869a1db8-2772-4320-b876-e4ca3b9a70fc.jpg?format=jpg&amp;width=240,SAR 44.95,,,,,4.6,8,HighlightsContains Nourishing Collagen Hair Serum Very Low Ammonia And Rich In Collagen Hair Dye That Does Not Cause Split Ends or Damage Hair Structure,SpecificationsColour NameIntense MetallicSize260 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationLiquidShelf Life2 yearModel Number8052742458818Model NameIntense Metallic 7.21,Model Number : 8052742458818,Hair Color,NITRO CINEMA,['Hair & Scalp'],[],Other,Hair loss,3.39861228866811
Ginger oil for hair and body 125 ml,https://www.noon.com/saudi-en/ginger-oil-for-hair-and-body-125-ml/Z651442260E5CA47C280CZ/p/?o=z651442260e5ca47c280cz-1,https://f.nooncdn.com/p/pzsku/Z651442260E5CA47C280CZ/45/_/1704896382/167932ec-52e4-4f2b-9952-9a01cd4fb070.jpg?format=jpg&amp;width=240,SAR 29.95,69,56% Off,,,,,,SpecificationsSize125 mlDepartmentUnisexTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesFormationOilShelf Life2 year,,Hair & Scalp Treatments,uFresh,['Hair & Scalp'],[],Oil,"Dandruff,Dry scalp,Oily scalp,Seborrheic dermatitis",4.0
Keratin Hair Mask 100g,https://www.noon.com/saudi-en/keratin-hair-mask-100g/ZFF916156D39BA79B2757Z/p/?o=zff916156d39ba79b2757z-1,https://f.nooncdn.com/p/pzsku/ZFF916156D39BA79B2757Z/45/_/1715866800/7b0807fa-90bc-4dcf-9c7c-917c4643ac83.jpg?format=jpg&amp;width=240,SAR 75,,,,,5.0,1,"OverviewDeep Hair Repair：Our scientifically innovative bond-building hair treatment works on a molecular level to help repair dry and damaged hair, penetrating deep into each strand and strengthening from the inside out.
For All Hair Types - Our hair mask for dry damaged hair and growth works wonders on all hair types from curly to dry, colored, frizzy, broken or bleached hair types. Enjoy of treatment for long-lasting results!
Healthier Locks： Use this miracle hair care mask to deeply condition, improve moisture retention and soothe any damage caused by styling, coloring, chemically treating, or over-processing your hair.
Salon Quality Results：Recommended by stylists all over the world, this deep conditioning hair treatment smooths and repairs hair follicles after just one use. Go from brittle and broken, to sleek and lush!",,,Hair & Scalp Treatments,EELHOE,['Hair & Scalp'],[],Mask,"Dry scalp,Hair loss",2.8465735902799727
Oxygen Cream Color Developer 18V(5.4%)-1000ml,https://www.noon.com/saudi-en/oxygen-cream-color-developer-18v-5-4-1000ml/Z6402CA684F8C81386B30Z/p/?o=z6402ca684f8c81386b30z-1,https://f.nooncdn.com/p/pzsku/Z6402CA684F8C81386B30Z/45/_/1691396293/1d13bf8d-6907-487b-a8d3-938cbdb949de.jpg?format=jpg&amp;width=240,SAR 55,,,,,4.8,6,,SpecificationsSize1000 mlDepartmentWomenTarget Hair TypeAll Hair TypesHair Treatment TypeGloss & Shine,,Hair Color,LAKME,['Hair & Scalp'],[],Other,,3.3729550745276566
Chroma Absolu Repairing Anti-Porosity Conditioner For Colored Hair,https://www.noon.com/saudi-en/chroma-absolu-repairing-anti-porosity-conditioner-for-colored-hair/ZC3814788595BC798FCEBZ/p/?o=zc3814788595bc798fcebz-1,https://f.nooncdn.com/p/pzsku/ZC3814788595BC798FCEBZ/45/_/1692711325/b8e3631f-6e24-4370-b12b-0d9d6d435cd0.jpg?format=jpg&amp;width=240,SAR 164.95,,,,,5.0,4,"HighlightsOn washed and towel-dried hair apply a hazelnut-sized amount on mid-lengths and ends, avoiding roots to ensure lightweight volumeOverviewPenetrates to core of hair for 86% stronger strands* Helps protect hair from the stripping properties of hard water during shower** Hair is 86% more hydrated* and with reduced porosity to help retain color for longer Hair so healthy that even after 6 weeks, 92% of color intensity is preserved.",SpecificationsSize200 mlDepartmentWomenFormationCreamHair ConcernColour ProtectionHair Treatment TypeGloss & ShineShelf Life2 yearModel Number3474637059187Model NameE3807900,Model Number : 3474637059187,Shampoos & Conditioners,,['Hair & Scalp'],[],Conditioner,,3.3047189562170503
L'Oréal Paris Elvive Dream Long Shampoo 400.0ml,https://www.noon.com/saudi-en/l-or-al-paris-elvive-dream-long-shampoo-400-0ml/N29782334A/p/?o=a924b91d71796e9a,https://f.nooncdn.com/p/pnsku/N29782334A/45/_/1716894375/097a0b8b-6b2b-4966-a86b-cca99309fa3d.jpg?format=jpg&amp;width=240,SAR 24.10,,,,,4.5,270,"HighlightsOur powerful, restorative and creamy formula is the perfect solution to say goodbye to long hair that is weak and damaged with split ends.Dream Long, by Elvive, strengthens your hair so that it grows fuller and healthier.Say goodbye to thinning damaged hair with split ends, Say hello to stronger and fuller hair with repaired ends!Our strengthening formula is a cocktail of Castor Oil Concentrate & Vegetal Proteins.Stop Cutting, Save Your Last 3cms!400mlOverviewL'Oréal Paris Elvive Dream Long Shampoo 400ml
Discover Our Secret To Fulfil Your Long Hair Dreams
Say goodbye to thinning damaged hair with split ends
Say hello to stronger and fuller hair with repaired ends
Our strong formula is a cocktail of:
1. Castor Oil Concentrate: For healthy hair that grows stronger and fuller. 
2. Vegetal Proteins (Wheat, Soy, Corn): to reinforce your hair, give it more texture, and to seal damaged lengths and tips
Long Hair Tip: rinse your hair with cold water to give it more shine. 
In case of contact with eyes, rinse immediately.
How to use:
1. Apply the L'Oréal Paris Elvive Dream Long Restoring Shampoo   to wet hair.
2. Lather while massaging in a gentle motion. 
3. Use lukewarm water and rinse well.

Complete Your Routine With The No Haircut Cream for protection, easier styling, and repaired tips.",SpecificationsSize400.0 mlDepartmentWomenFormationLiquidModel Number3610340636691Model NameElvive Dream Long Shampoo,Model Number : 3610340636691,Shampoos & Conditioners,,['Hair & Scalp'],[],Shampoo,"Hair loss,Dry scalp",5.0510594104398505
